DAYS_LAST_INFO_CHANGE,count
623.0,86
477.0,86
314.0,86
595.0,86
348.0,86
409.0,86
659.0,86
1609.0,86
400.0,86
295.0,86
368.0,86
631.0,86
533.0,86
296.0,86
398.0,86
584.0,86
571.0,86
532.0,86
730.0,86
272.0,86
387.0,86
344.0,86
238.0,86
637.0,86
568.0,86
411.0,85
485.0,85
592.0,85
254.0,85
277.0,85
701.0,85
474.0,85
513.0,85
639.0,85
327.0,85
311.0,85
708.0,85
524.0,85
732.0,85
608.0,85
693.0,85
287.0,85
565.0,85
779.0,85
537.0,84
528.0,84
514.0,84
580.0,84
620.0,84
382.0,84
738.0,84
627.0,84
517.0,84
674.0,84
407.0,84
307.0,84
414.0,84
692.0,83
615.0,83
453.0,83
196.0,83
516.0,83
618.0,83
569.0,83
384.0,83
611.0,83
442.0,83
410.0,83
20.0,83
412.0,83
527.0,83
661.0,83
572.0,83
605.0,83
231.0,83
439.0,83
553.0,83
520.0,83
401.0,83
425.0,82
510.0,82
274.0,82
459.0,82
519.0,82
543.0,82
645.0,82
644.0,82
607.0,82
486.0,82
374.0,82
471.0,82
721.0,82
426.0,82
585.0,82
558.0,82
664.0,82
230.0,82
633.0,82
433.0,82
603.0,81
658.0,81
14.0,81
390.0,81
326.0,81
677.0,81
292.0,81
749.0,81
182.0,81
557.0,81
694.0,81
600.0,81
724.0,81
670.0,81
581.0,81
727.0,81
282.0,81
239.0,80
386.0,80
345.0,80
598.0,80
236.0,80
1524.0,80
548.0,80
646.0,80
654.0,80
377.0,80
275.0,80
720.0,80
489.0,80
699.0,80
472.0,80
328.0,80
498.0,80
562.0,80
679.0,80
237.0,80
508.0,80
613.0,80
281.0,79
173.0,79
554.0,79
716.0,79
322.0,79
388.0,79
456.0,79
337.0,79
482.0,79
375.0,79
743.0,79
667.0,79
619.0,79
431.0,79
393.0,79
244.0,79
626.0,79
1582.0,78
331.0,78
1534.0,78
270.0,78
526.0,78
552.0,78
179.0,78
243.0,78
590.0,78
430.0,78
242.0,78
719.0,78
195.0,78
234.0,78
395.0,78
756.0,78
656.0,78
801.0,78
817.0,78
490.0,78
616.0,78
467.0,78
422.0,78
669.0,78
575.0,78
286.0,77
224.0,77
748.0,77
269.0,77
1538.0,77
728.0,77
21.0,77
715.0,77
403.0,77
233.0,77
1503.0,77
437.0,77
251.0,77
682.0,77
723.0,77
791.0,77
678.0,77
916.0,77
515.0,77
381.0,77
418.0,77
582.0,77
184.0,77
379.0,76
602.0,76
601.0,76
256.0,76
175.0,76
559.0,76
860.0,76
201.0,76
624.0,76
535.0,76
491.0,76
240.0,76
594.0,76
617.0,76
734.0,76
709.0,76
147.0,76
268.0,76
283.0,76
771.0,76
1546.0,76
586.0,76
1604.0,76
781.0,76
629.0,76
783.0,76
622.0,75
1520.0,75
1519.0,75
1498.0,75
722.0,75
176.0,75
325.0,75
336.0,75
284.0,75
495.0,75
220.0,75
593.0,75
691.0,75
28.0,75
502.0,75
18.0,74
181.0,74
247.0,74
579.0,74
168.0,74
753.0,74
203.0,74
806.0,74
563.0,74
525.0,74
736.0,74
208.0,74
323.0,74
703.0,73
174.0,73
1517.0,73
229.0,73
665.0,73
690.0,73
740.0,73
792.0,73
765.0,73
369.0,73
788.0,73
713.0,73
1766.0,73
718.0,73
223.0,73
754.0,73
171.0,73
235.0,73
650.0,73
591.0,73
793.0,73
583.0,73
685.0,73
688.0,72
190.0,72
187.0,72
305.0,72
577.0,72
219.0,72
1510.0,72
250.0,72
241.0,72
169.0,72
1505.0,72
141.0,72
767.0,72
635.0,72
1512.0,71
1540.0,71
189.0,71
681.0,71
1490.0,71
1478.0,71
555.0,71
651.0,71
397.0,71
1600.0,71
1723.0,71
206.0,71
177.0,71
170.0,71
610.0,71
641.0,71
777.0,71
298.0,71
15.0,71
30.0,70
449.0,70
255.0,70
570.0,70
1497.0,70
746.0,70
1082.0,70
1544.0,70
684.0,70
248.0,70
758.0,70
436.0,70
1560.0,70
389.0,70
640.0,70
19.0,70
357.0,70
845.0,70
221.0,70
606.0,70
1562.0,70
796.0,70
757.0,69
317.0,69
1484.0,69
1501.0,69
1707.0,69
1515.0,69
429.0,69
643.0,69
249.0,69
1499.0,69
152.0,69
663.0,69
507.0,69
1555.0,69
652.0,69
671.0,69
1502.0,69
200.0,69
1506.0,69
267.0,69
383.0,69
1584.0,69
857.0,69
878.0,69
747.0,69
711.0,69
705.0,69
634.0,69
714.0,68
1081.0,68
547.0,68
798.0,68
752.0,68
668.0,68
1508.0,68
698.0,68
1595.0,68
1523.0,68
346.0,68
1721.0,68
1000.0,68
812.0,68
188.0,68
1617.0,68
710.0,68
1099.0,68
683.0,68
318.0,67
183.0,67
217.0,67
675.0,67
855.0,67
1746.0,67
1561.0,67
1601.0,67
868.0,67
1550.0,67
1477.0,67
759.0,67
1031.0,67
1586.0,67
150.0,67
1545.0,67
762.0,67
1489.0,67
851.0,67
112.0,67
717.0,67
166.0,67
725.0,67
1734.0,67
612.0,67
218.0,67
803.0,66
1496.0,66
180.0,66
1476.0,66
1587.0,66
836.0,66
1616.0,66
1581.0,66
764.0,66
835.0,66
770.0,66
1709.0,66
1526.0,66
185.0,66
739.0,66
149.0,66
1678.0,66
822.0,66
712.0,66
862.0,66
750.0,66
289.0,66
660.0,66
850.0,66
697.0,65
827.0,65
829.0,65
1509.0,65
225.0,65
1724.0,65
1611.0,65
186.0,65
1740.0,65
676.0,65
1614.0,65
1529.0,65
523.0,65
140.0,65
800.0,65
702.0,65
1531.0,65
204.0,65
342.0,65
657.0,65
1592.0,65
1039.0,65
1521.0,64
1507.0,64
1479.0,64
1558.0,64
880.0,64
647.0,64
1535.0,64
1127.0,64
1491.0,64
648.0,64
228.0,64
839.0,64
1698.0,64
785.0,64
655.0,64
735.0,64
733.0,64
830.0,64
1577.0,64
1574.0,64
813.0,64
1514.0,64
704.0,64
1495.0,64
1679.0,64
755.0,64
1596.0,64
1777.0,64
232.0,64
1094.0,64
636.0,64
848.0,64
1554.0,64
17.0,63
1088.0,63
976.0,63
1481.0,63
148.0,63
1500.0,63
1588.0,63
1579.0,63
775.0,63
873.0,63
869.0,63
1060.0,63
1525.0,63
884.0,63
799.0,63
1098.0,63
1068.0,63
1547.0,63
207.0,63
161.0,63
840.0,63
843.0,63
1696.0,63
1571.0,63
1733.0,63
1493.0,63
846.0,63
614.0,63
680.0,63
142.0,63
808.0,63
160.0,63
156.0,63
215.0,63
135.0,63
1511.0,63
776.0,63
797.0,62
1715.0,62
975.0,62
1541.0,62
942.0,62
151.0,62
1580.0,62
642.0,62
689.0,62
900.0,62
780.0,62
1533.0,62
145.0,62
1722.0,62
1488.0,62
742.0,62
1058.0,62
816.0,62
1694.0,62
673.0,62
1680.0,61
970.0,61
1091.0,61
882.0,61
1071.0,61
1451.0,61
766.0,61
1553.0,61
804.0,61
866.0,61
784.0,61
1076.0,61
1527.0,61
1736.0,61
696.0,61
778.0,61
1705.0,61
209.0,61
1486.0,61
193.0,61
154.0,61
1606.0,61
1565.0,61
854.0,61
1029.0,61
787.0,61
1622.0,61
139.0,61
1078.0,61
1610.0,61
1092.0,61
1785.0,61
1106.0,61
213.0,61
828.0,61
1575.0,60
911.0,60
163.0,60
833.0,60
876.0,60
1704.0,60
805.0,60
687.0,60
1687.0,60
1108.0,60
202.0,60
1097.0,60
1605.0,60
823.0,60
815.0,60
870.0,60
1857.0,60
216.0,60
761.0,60
1482.0,60
1693.0,60
1718.0,60
1564.0,60
666.0,60
825.0,60
1852.0,60
1530.0,60
1089.0,60
1456.0,59
621.0,59
222.0,59
741.0,59
973.0,59
1528.0,59
1475.0,59
1072.0,59
849.0,59
859.0,59
1049.0,59
1658.0,59
1753.0,59
172.0,59
1556.0,59
789.0,59
1742.0,59
1273.0,59
1651.0,59
1757.0,59
1809.0,59
155.0,59
786.0,59
1684.0,58
1492.0,58
1589.0,58
853.0,58
867.0,58
1549.0,58
811.0,58
1664.0,58
737.0,58
1136.0,58
1603.0,58
1359.0,58
1624.0,58
842.0,58
1759.0,58
1112.0,58
885.0,58
1681.0,58
1548.0,58
1513.0,58
1828.0,58
1761.0,58
910.0,58
205.0,58
1041.0,58
824.0,58
1692.0,58
1671.0,58
1563.0,58
1632.0,58
695.0,58
769.0,57
1566.0,57
132.0,57
1608.0,57
1070.0,57
1147.0,57
29.0,57
952.0,57
1372.0,57
820.0,57
1689.0,57
841.0,57
120.0,57
1597.0,57
1101.0,57
1825.0,57
35.0,57
1504.0,57
1363.0,57
1074.0,57
1870.0,57
865.0,57
199.0,57
1155.0,57
191.0,57
790.0,57
795.0,57
1741.0,57
763.0,57
1656.0,57
773.0,57
831.0,57
1069.0,57
861.0,57
891.0,57
1730.0,57
212.0,57
1398.0,57
1607.0,56
1771.0,56
834.0,56
1659.0,56
1594.0,56
124.0,56
932.0,56
1203.0,56
901.0,56
1487.0,56
1719.0,56
1084.0,56
917.0,56
1728.0,56
810.0,56
1551.0,56
1683.0,56
1713.0,56
745.0,56
1630.0,56
809.0,56
1737.0,56
951.0,56
915.0,56
1835.0,56
226.0,56
1688.0,56
1711.0,56
1647.0,56
844.0,56
914.0,56
818.0,56
1103.0,55
1361.0,55
214.0,55
837.0,55
794.0,55
1845.0,55
1050.0,55
1729.0,55
1075.0,55
1778.0,55
1783.0,55
1469.0,55
1880.0,55
1570.0,55
1638.0,55
906.0,55
832.0,55
744.0,55
921.0,55
1576.0,55
1833.0,55
1823.0,55
1457.0,55
1125.0,55
1714.0,55
22.0,55
1004.0,55
1536.0,55
138.0,55
1339.0,55
1738.0,55
1695.0,55
1471.0,55
1701.0,55
935.0,55
1175.0,55
1104.0,55
1087.0,55
1644.0,55
1674.0,55
875.0,55
1790.0,54
1626.0,54
1057.0,54
1516.0,54
1285.0,54
881.0,54
1114.0,54
1758.0,54
802.0,54
1266.0,54
994.0,54
1675.0,54
1700.0,54
1602.0,54
821.0,54
1837.0,54
1612.0,54
1799.0,54
1154.0,54
662.0,54
1539.0,54
1760.0,54
1830.0,54
1037.0,54
852.0,54
1703.0,54
159.0,54
1040.0,54
162.0,54
1163.0,54
1083.0,54
897.0,54
887.0,54
1739.0,54
1494.0,54
782.0,54
985.0,54
886.0,53
1157.0,53
1567.0,53
768.0,53
1543.0,53
1342.0,53
1867.0,53
1048.0,53
1868.0,53
1030.0,53
1374.0,53
772.0,53
927.0,53
1111.0,53
1708.0,53
980.0,53
146.0,53
1002.0,53
1051.0,53
1047.0,53
1578.0,53
940.0,53
1628.0,53
863.0,53
1633.0,53
1720.0,53
1794.0,53
1795.0,53
198.0,53
1912.0,53
157.0,53
1102.0,53
1699.0,53
814.0,53
1170.0,53
1552.0,53
1542.0,53
947.0,53
1673.0,52
1613.0,52
1848.0,52
1635.0,52
1802.0,52
144.0,52
1672.0,52
1246.0,52
23.0,52
192.0,52
913.0,52
895.0,52
807.0,52
1135.0,52
937.0,52
1918.0,52
1123.0,52
1093.0,52
158.0,52
965.0,52
1441.0,52
889.0,52
989.0,52
907.0,52
751.0,52
1223.0,52
1697.0,52
1086.0,52
1085.0,52
1569.0,52
1142.0,52
1421.0,52
1615.0,52
924.0,52
1572.0,52
963.0,52
1815.0,52
888.0,52
1859.0,52
37.0,52
1035.0,52
1650.0,52
1473.0,52
1242.0,52
1808.0,52
1439.0,52
153.0,52
1786.0,52
178.0,52
1764.0,51
1667.0,51
1440.0,51
1712.0,51
1518.0,51
1756.0,51
981.0,51
1804.0,51
1583.0,51
1791.0,51
1676.0,51
194.0,51
1182.0,51
1773.0,51
1017.0,51
978.0,51
1865.0,51
1784.0,51
1818.0,51
903.0,51
1642.0,51
1727.0,51
1953.0,51
874.0,51
1819.0,51
1485.0,51
1063.0,51
858.0,51
1663.0,51
167.0,51
1110.0,51
25.0,51
227.0,51
819.0,51
1726.0,51
1770.0,51
826.0,51
956.0,51
877.0,51
1247.0,51
1151.0,51
1014.0,51
898.0,51
872.0,51
1537.0,50
39.0,50
1119.0,50
143.0,50
1194.0,50
1599.0,50
1100.0,50
118.0,50
931.0,50
197.0,50
1568.0,50
920.0,50
137.0,50
904.0,50
1769.0,50
1716.0,50
1059.0,50
896.0,50
1124.0,50
760.0,50
1144.0,50
1265.0,50
990.0,50
1054.0,50
1276.0,50
1820.0,50
1834.0,50
1126.0,50
1244.0,50
1198.0,50
1138.0,50
1096.0,50
1220.0,50
1745.0,50
1470.0,50
1593.0,50
922.0,50
1762.0,50
1893.0,50
856.0,50
164.0,50
1077.0,50
1824.0,50
1011.0,50
1483.0,50
939.0,50
1573.0,50
1214.0,50
1251.0,50
838.0,50
1405.0,50
899.0,50
1655.0,50
1634.0,50
24.0,50
969.0,49
1139.0,49
1349.0,49
847.0,49
1432.0,49
26.0,49
1446.0,49
1686.0,49
1653.0,49
1259.0,49
1188.0,49
774.0,49
864.0,49
1851.0,49
1941.0,49
961.0,49
27.0,49
944.0,49
894.0,49
1043.0,49
1388.0,49
1911.0,49
871.0,49
1748.0,49
1559.0,49
974.0,49
1260.0,49
962.0,49
1207.0,49
883.0,49
1883.0,49
1743.0,49
1263.0,49
966.0,49
1137.0,49
1532.0,49
1161.0,49
1282.0,49
938.0,49
1140.0,49
1169.0,49
1841.0,49
1585.0,48
1685.0,48
955.0,48
1863.0,48
1056.0,48
134.0,48
1910.0,48
1009.0,48
116.0,48
946.0,48
1173.0,48
1461.0,48
1231.0,48
972.0,48
1130.0,48
1007.0,48
1822.0,48
40.0,48
1295.0,48
1073.0,48
1132.0,48
1854.0,48
1243.0,48
902.0,48
1366.0,48
1201.0,48
1690.0,48
1314.0,48
1443.0,48
1090.0,48
1806.0,48
1010.0,48
1323.0,48
1643.0,48
106.0,48
908.0,48
1894.0,48
1172.0,48
1213.0,48
984.0,48
1062.0,48
1706.0,48
1460.0,48
1763.0,48
1171.0,48
1386.0,48
63.0,48
1862.0,48
1747.0,48
905.0,48
1028.0,48
1134.0,48
1033.0,47
1817.0,47
1283.0,47
1937.0,47
105.0,47
1343.0,47
918.0,47
1317.0,47
1590.0,47
1480.0,47
1755.0,47
1598.0,47
1184.0,47
128.0,47
1121.0,47
1623.0,47
1831.0,47
1654.0,47
1006.0,47
119.0,47
1038.0,47
1316.0,47
1420.0,47
1665.0,47
1453.0,47
1631.0,47
1932.0,47
165.0,47
1641.0,47
936.0,47
941.0,47
1627.0,47
1827.0,47
1645.0,47
987.0,47
1522.0,47
1838.0,47
1787.0,47
1064.0,47
1767.0,46
1789.0,46
1412.0,46
1152.0,46
1843.0,46
1436.0,46
1027.0,46
1640.0,46
1591.0,46
934.0,46
1860.0,46
1371.0,46
1294.0,46
1779.0,46
1245.0,46
1812.0,46
1731.0,46
1267.0,46
1153.0,46
1280.0,46
1415.0,46
1943.0,46
1874.0,46
971.0,46
1362.0,46
1462.0,46
1164.0,46
1662.0,46
1754.0,46
1036.0,46
42.0,46
1297.0,46
1618.0,46
1179.0,46
1237.0,46
1333.0,46
1749.0,46
1744.0,46
1468.0,46
1472.0,46
1148.0,46
125.0,46
1805.0,46
1402.0,45
1191.0,45
1079.0,45
1208.0,45
1293.0,45
1174.0,45
1836.0,45
1326.0,45
1639.0,45
49.0,45
1299.0,45
1129.0,45
1847.0,45
1884.0,45
1826.0,45
1012.0,45
919.0,45
945.0,45
1003.0,45
1196.0,45
1183.0,45
1458.0,45
1797.0,45
1162.0,45
1080.0,45
1067.0,45
1781.0,45
1869.0,45
126.0,45
121.0,45
1418.0,45
1008.0,45
1811.0,45
1401.0,45
1269.0,45
1160.0,45
1167.0,45
1619.0,45
1158.0,45
960.0,45
1218.0,45
1557.0,45
1463.0,45
1816.0,45
1001.0,44
1393.0,44
1788.0,44
1380.0,44
1115.0,44
1226.0,44
1211.0,44
1337.0,44
1858.0,44
1888.0,44
1897.0,44
1924.0,44
1253.0,44
1660.0,44
1652.0,44
1447.0,44
1341.0,44
1375.0,44
1846.0,44
1782.0,44
1065.0,44
1881.0,44
1328.0,44
879.0,44
1324.0,44
1803.0,44
1435.0,44
1792.0,44
1215.0,44
123.0,44
1892.0,44
909.0,44
1177.0,44
1668.0,44
1909.0,44
1875.0,44
1189.0,44
1449.0,44
1159.0,44
1866.0,44
34.0,44
1345.0,44
1385.0,44
998.0,44
1814.0,44
1015.0,44
983.0,44
999.0,44
1204.0,44
1399.0,44
1187.0,44
1133.0,44
1181.0,44
1842.0,44
926.0,44
1116.0,44
1212.0,44
893.0,44
1202.0,44
948.0,44
1107.0,44
32.0,44
1776.0,44
33.0,44
130.0,44
958.0,44
1205.0,44
1105.0,44
1717.0,44
114.0,44
1118.0,44
1844.0,44
1670.0,44
1053.0,44
1780.0,43
1066.0,43
1378.0,43
1185.0,43
1234.0,43
1270.0,43
1334.0,43
1095.0,43
1928.0,43
968.0,43
1336.0,43
1335.0,43
1370.0,43
1013.0,43
1666.0,43
1856.0,43
1330.0,43
1199.0,43
925.0,43
1929.0,43
1840.0,43
133.0,43
1291.0,43
1379.0,43
997.0,43
1261.0,43
1793.0,43
1419.0,43
1018.0,43
933.0,43
1131.0,43
1433.0,43
977.0,43
1920.0,43
1348.0,43
1751.0,43
1765.0,43
1117.0,43
1732.0,43
1319.0,43
1752.0,43
988.0,43
1377.0,43
1839.0,43
1404.0,43
2040.0,43
1248.0,43
1331.0,42
1061.0,42
1750.0,42
1429.0,42
1355.0,42
1325.0,42
1925.0,42
1775.0,42
1829.0,42
1287.0,42
1252.0,42
1800.0,42
48.0,42
943.0,42
954.0,42
1904.0,42
1923.0,42
1176.0,42
912.0,42
1430.0,42
1122.0,42
996.0,42
1113.0,42
1005.0,42
2049.0,42
1353.0,42
1636.0,42
1044.0,42
1238.0,42
1368.0,42
1872.0,42
36.0,42
1141.0,42
890.0,42
1900.0,42
1288.0,42
1906.0,42
1438.0,41
959.0,41
1046.0,41
1798.0,41
1931.0,41
1620.0,41
1810.0,41
1657.0,41
1677.0,41
1646.0,41
957.0,41
1232.0,41
1914.0,41
1320.0,41
43.0,41
1450.0,41
1165.0,41
1166.0,41
1352.0,41
1821.0,41
1422.0,41
1896.0,41
1395.0,41
1978.0,41
1648.0,41
1365.0,41
59.0,41
1020.0,41
1268.0,41
1351.0,41
1772.0,41
1389.0,41
1350.0,41
1327.0,41
1256.0,41
1934.0,41
1882.0,41
1901.0,41
1300.0,41
1024.0,41
1661.0,41
950.0,41
1023.0,40
1390.0,40
1891.0,40
1369.0,40
113.0,40
99.0,40
892.0,40
1939.0,40
1272.0,40
1916.0,40
1219.0,40
1955.0,40
1409.0,40
1344.0,40
1258.0,40
1230.0,40
1321.0,40
1146.0,40
1022.0,40
1907.0,40
1340.0,40
1425.0,40
1807.0,40
1966.0,40
129.0,40
928.0,40
1710.0,40
1902.0,40
44.0,40
1985.0,40
52.0,40
1428.0,40
1313.0,40
1426.0,40
84.0,40
1346.0,40
1454.0,40
1128.0,40
31.0,40
1190.0,40
953.0,40
1407.0,40
1055.0,40
1200.0,40
1315.0,40
929.0,40
1917.0,39
82.0,39
1423.0,39
1855.0,39
1210.0,39
1963.0,39
1938.0,39
1850.0,39
1466.0,39
1952.0,39
1301.0,39
1625.0,39
1286.0,39
77.0,39
1042.0,39
1311.0,39
1813.0,39
1905.0,39
1889.0,39
1384.0,39
1621.0,39
1986.0,39
1016.0,39
1637.0,39
62.0,39
1225.0,39
1861.0,39
1277.0,39
1383.0,39
92.0,39
1307.0,39
1206.0,39
1233.0,39
1264.0,39
108.0,39
1193.0,39
1961.0,39
1392.0,39
1228.0,39
967.0,39
1629.0,39
94.0,39
1358.0,39
107.0,38
117.0,38
992.0,38
1025.0,38
1019.0,38
1411.0,38
982.0,38
1801.0,38
54.0,38
1895.0,38
1877.0,38
1400.0,38
1120.0,38
1455.0,38
1908.0,38
122.0,38
1274.0,38
1254.0,38
1387.0,38
1192.0,38
1879.0,38
1864.0,38
1262.0,38
1360.0,38
986.0,38
1725.0,38
1168.0,38
923.0,38
1292.0,38
1431.0,38
1241.0,38
1367.0,38
1459.0,38
1376.0,38
1354.0,37
1373.0,37
2107.0,37
1774.0,37
1945.0,37
91.0,37
1240.0,37
56.0,37
1381.0,37
1310.0,37
993.0,37
1995.0,37
1921.0,37
1224.0,37
2000.0,37
1413.0,37
1768.0,37
127.0,37
930.0,37
1150.0,37
1702.0,37
1796.0,37
2014.0,37
1974.0,37
1915.0,37
1408.0,37
1289.0,37
1318.0,37
979.0,37
1899.0,37
1305.0,37
1217.0,37
1972.0,37
991.0,37
111.0,37
1942.0,37
1052.0,37
1302.0,37
1312.0,37
1954.0,36
2054.0,36
58.0,36
1853.0,36
41.0,36
1981.0,36
70.0,36
1410.0,36
1669.0,36
1275.0,36
1382.0,36
2046.0,36
96.0,36
83.0,36
1417.0,36
1445.0,36
2091.0,36
109.0,36
1281.0,36
1832.0,36
1935.0,36
2041.0,36
1444.0,36
1989.0,36
75.0,36
1396.0,36
1951.0,35
1885.0,35
1936.0,35
2276.0,35
1464.0,35
110.0,35
1216.0,35
55.0,35
1959.0,35
1416.0,35
1284.0,35
2092.0,35
1143.0,35
1338.0,35
1873.0,35
57.0,35
949.0,35
1984.0,35
2296.0,35
88.0,35
1197.0,35
1255.0,35
1958.0,35
1871.0,35
1394.0,35
95.0,35
995.0,35
1886.0,35
79.0,35
1414.0,35
1186.0,35
1424.0,35
61.0,35
1442.0,35
1021.0,34
2045.0,34
2117.0,34
964.0,34
1364.0,34
1227.0,34
1927.0,34
1304.0,34
1045.0,34
1682.0,34
1913.0,34
87.0,34
1145.0,34
1279.0,34
1298.0,34
1195.0,34
71.0,34
76.0,34
2032.0,34
1887.0,34
2063.0,34
1465.0,34
1946.0,34
1357.0,34
1973.0,34
1876.0,34
2121.0,34
1890.0,34
104.0,34
1149.0,34
131.0,34
1290.0,34
2015.0,34
2050.0,34
2036.0,34
1026.0,34
38.0,34
101.0,33
86.0,33
1306.0,33
1391.0,33
1032.0,33
2027.0,33
2432.0,33
1296.0,33
1156.0,33
1969.0,33
85.0,33
2070.0,33
1249.0,33
1988.0,33
1303.0,33
1949.0,33
1034.0,33
1427.0,33
1919.0,33
2237.0,33
46.0,33
1332.0,33
1649.0,33
1235.0,33
1239.0,33
1356.0,33
1397.0,33
1691.0,33
1406.0,33
2227.0,33
47.0,33
1329.0,33
2033.0,33
2133.0,32
2147.0,32
2506.0,32
100.0,32
2024.0,32
1347.0,32
1250.0,32
2280.0,32
1992.0,32
2001.0,32
2100.0,32
1878.0,32
1236.0,32
2224.0,32
2317.0,32
50.0,32
2042.0,32
1209.0,32
78.0,32
2025.0,32
1968.0,32
2149.0,32
1940.0,32
1308.0,32
115.0,32
2052.0,32
1467.0,32
136.0,32
1257.0,32
2064.0,32
2578.0,32
1278.0,32
1109.0,32
64.0,31
1944.0,31
1979.0,31
2112.0,31
2102.0,31
2352.0,31
1956.0,31
1948.0,31
2004.0,31
1448.0,31
2162.0,31
2019.0,31
1980.0,31
2439.0,31
2200.0,31
2076.0,31
2085.0,31
2071.0,31
1971.0,31
2300.0,31
1180.0,31
2002.0,31
1930.0,31
1229.0,31
2005.0,31
2269.0,31
2101.0,30
2549.0,30
2034.0,30
1322.0,30
2021.0,30
1999.0,30
1982.0,30
2226.0,30
2003.0,30
2161.0,30
2191.0,30
65.0,30
53.0,30
2448.0,30
1998.0,30
1903.0,30
2412.0,30
1965.0,30
2152.0,30
2463.0,30
2029.0,30
2116.0,30
1950.0,30
2007.0,30
2394.0,30
1849.0,30
1947.0,30
1967.0,30
2274.0,30
60.0,30
2482.0,30
2170.0,29
2177.0,29
2156.0,29
2232.0,29
102.0,29
1933.0,29
2158.0,29
2561.0,29
2515.0,29
1983.0,29
2307.0,29
2281.0,29
2127.0,29
2018.0,29
2449.0,29
2157.0,29
103.0,29
2022.0,29
69.0,29
1976.0,29
2194.0,29
93.0,29
1178.0,29
2075.0,29
98.0,29
2362.0,29
2069.0,29
2218.0,29
2058.0,29
2136.0,29
2431.0,29
2196.0,29
2016.0,29
2354.0,29
2098.0,28
2104.0,28
2010.0,28
2128.0,28
90.0,28
1960.0,28
2486.0,28
2295.0,28
2299.0,28
2023.0,28
51.0,28
66.0,28
1964.0,28
2093.0,28
1437.0,28
2174.0,28
2323.0,28
2564.0,28
1962.0,28
1996.0,28
2298.0,28
2588.0,28
2475.0,28
2347.0,28
1309.0,28
2411.0,28
2350.0,28
2062.0,28
2166.0,28
2358.0,28
2028.0,28
2160.0,28
2190.0,27
2151.0,27
2285.0,27
1977.0,27
2088.0,27
1452.0,27
2113.0,27
2656.0,27
1222.0,27
72.0,27
2193.0,27
2356.0,27
2294.0,27
2057.0,27
2303.0,27
2109.0,27
1221.0,27
2048.0,27
2257.0,27
2241.0,27
1991.0,27
2353.0,27
1403.0,27
2135.0,27
2008.0,27
80.0,27
2222.0,27
2382.0,27
2336.0,27
2392.0,27
2544.0,27
2143.0,27
2198.0,27
2330.0,27
2467.0,27
74.0,27
2297.0,27
2278.0,27
2105.0,26
1898.0,26
2558.0,26
2035.0,26
