CLIENT_ID,NON_COMPLIANT_CONTRACT,NAME_PRODUCT_TYPE,GENDER,TOTAL_INCOME,AMOUNT_PRODUCT,INSTALLMENT,EDUCATION,MARITAL_STATUS,HOME_SITUATION,REGION_SCORE,AGE_IN_YEARS,JOB_SENIORITY,HOME_SENIORITY,LAST_UPDATE,OWN_INSURANCE_CAR,CAR_AGE,FAMILY_SIZE,REACTIVE_SCORING,PROACTIVE_SCORING,BEHAVIORAL_SCORING,DAYS_LAST_INFO_CHANGE,NUMBER_OF_PRODUCTS,OCCUPATION,DIGITAL_CLIENT,HOME_OWNER,EMPLOYER_ORGANIZATION_TYPE,CURRENCY,NUM_PREVIOUS_LOAN_APP,LOAN_ANNUITY_PAYMENT_MAX,LOAN_ANNUITY_PAYMENT_MIN,LOAN_ANNUITY_PAYMENT_SUM,LOAN_APPLICATION_AMOUNT_MAX,LOAN_APPLICATION_AMOUNT_MIN,LOAN_APPLICATION_AMOUNT_SUM,LOAN_CREDIT_GRANTED_MAX,LOAN_CREDIT_GRANTED_MIN,LOAN_CREDIT_GRANTED_SUM,LOAN_VARIABLE_RATE_MAX,LOAN_VARIABLE_RATE_MIN,NUM_STATUS_ANNULLED,NUM_STATUS_AUTHORIZED,NUM_STATUS_DENIED,NUM_STATUS_NOT_USED,NUM_FLAG_INSURED,CONTRACT_ID,DATE,CREDICT_CARD_BALANCE,CREDIT_CARD_LIMIT,CREDIT_CARD_DRAWINGS_ATM,CREDIT_CARD_DRAWINGS,CREDIT_CARD_DRAWINGS_POS,CREDIT_CARD_DRAWINGS_OTHER,CREDIT_CARD_PAYMENT,NUMBER_DRAWINGS_ATM,NUMBER_DRAWINGS,NUMBER_INSTALMENTS,B_CURRENCY
ES182100318A,0.0,PRODUCT 1,F,1080.0,4578.34,145.31,Bachelor,Single,House,0.018209,26.375343,189.0,709.0,2301.0,N,0.0,1.0,0.64688134,0.5334149,0.5108011,141.0,0.0,Payroll,0.0,N,8.0,euros,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182100395Z,0.0,PRODUCT 1,M,2700.0,10666.08,384.64,Secondary,Married,Public housing,0.059364,45.80548,687.0,8892.0,240.0,Y,12.0,2.0,0.6347417,0.77561504,0.74079907,3351.0,2.0,Payroll,0.0,Y,5.0,euros,2.0,178.63,124.4,303.03,810.0,677.81,1487.81,935.55,609.98,1545.53,0.1089785,0.0,0.0,2.0,0.0,0.0,1.0,ES1821510705i00XXX,2021-12-31,0.0,540.0,0.0,0.0,0.0,0.0,5.27,0.0,0.0,42.0,euros
ES182100443G,0.0,PRODUCT 1,F,1728.0,5475.28,279.56,Secondary,Single,House,0.010147,63.161644,0.0,3975.0,4748.0,N,0.0,1.0,0.5025213,0.4279342,0.6512602,0.0,1.0,Pension,0.0,Y,,euros,3.0,241.49,120.64,527.31,2700.0,567.0,5967.0,3056.4,453.6,6210.0,0.21781819,0.0,0.0,3.0,0.0,0.0,0.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182100482G,0.0,PRODUCT 1,F,1350.0,5346.0,203.09,Secondary,Married,Small studio,0.0228,50.90137,890.0,12020.0,2125.0,Y,21.0,2.0,0.5025213,0.30678943,0.6986675,526.0,6.0,Payroll,0.0,Y,4.0,euros,11.0,133.45,0.0,584.85,1620.0,0.0,2440.58,9180.0,0.0,44904.4,0.0,0.0,2.0,3.0,6.0,0.0,1.0,ES1821874654n00XXX,2021-11-30,1006.55,1620.0,0.0,0.0,0.0,0.0,270.0,0.0,0.0,9.0,euros
ES182100497P,0.0,PRODUCT 2,M,1620.0,2160.0,108.0,Secondary,Single,House,0.009175,24.536985,401.0,3606.0,1629.0,N,0.0,1.0,0.3016356,0.71929544,0.7295667,823.0,0.0,Payroll,0.0,Y,5.0,euros,2.0,147.73,71.0,218.73,1342.98,900.72,2243.7,1342.98,379.3,1722.28,0.6399496,0.0,0.0,2.0,0.0,0.0,0.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182100503R,0.0,PRODUCT 1,F,2268.0,10512.23,418.45,Secondary,Married,House,0.009175,61.70959,0.0,8604.0,5021.0,N,0.0,2.0,0.5025213,0.6184398,0.32965505,287.0,6.0,Pension,0.0,Y,,euros,13.0,546.07,0.0,3033.91,14040.0,0.0,70939.26,14734.82,0.0,74200.75,0.0,0.0,3.0,4.0,5.0,1.0,3.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182100522J,0.0,PRODUCT 1,F,2160.0,4124.2,250.78,Secondary,Married,House,0.018801,29.953424,2309.0,4757.0,1777.0,Y,1.0,3.0,0.5025213,0.53318626,0.38591468,150.0,0.0,Payroll,0.0,Y,1.0,euros,6.0,123.87,0.0,346.0,921.46,308.88,3538.4,921.46,308.88,3538.4,0.0,0.0,0.0,4.0,0.0,2.0,0.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182100557B,0.0,PRODUCT 1,F,2700.0,15851.7,525.42,Incomplete University,Married,House,0.018801,29.657534,1802.0,4757.0,2238.0,Y,11.0,2.0,0.6108567,0.34883618,0.6313545,1266.0,2.0,Payroll,0.0,Y,1.0,euros,4.0,620.79,0.0,1107.79,14580.0,343.98,21716.1,16061.92,324.76,23178.8,0.10475176,0.0,0.0,3.0,0.0,1.0,0.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182100562D,0.0,PRODUCT 2,M,4050.0,8100.0,405.0,Bachelor,Married,House,0.04622,33.51233,4332.0,4130.0,263.0,N,0.0,3.0,0.5767827,0.03167102,0.37910047,1530.0,2.0,Payroll,0.0,Y,26.0,euros,6.0,216.78,34.77,720.85,1521.13,0.0,4557.71,1620.0,314.93,5644.3,0.32885164,0.0,0.0,5.0,1.0,0.0,0.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182100579D,0.0,PRODUCT 1,M,2160.0,3240.0,350.51,Secondary,Married,House,0.035792,43.70685,195.0,3851.0,4043.0,N,0.0,4.0,0.5025213,0.7017174,0.49566582,1783.0,1.0,Payroll,0.0,N,5.0,euros,5.0,212.33,52.07,499.7,1080.0,332.1,3027.73,1115.64,263.52,2940.84,0.25605586,0.0,1.0,2.0,2.0,0.0,1.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182100590C,0.0,PRODUCT 1,F,2700.0,5741.98,618.41,Secondary,Married,House,0.035792,43.624657,1384.0,297.0,3854.0,Y,15.0,2.0,0.5025213,0.6906267,0.5108011,250.0,0.0,Payroll,0.0,N,1.0,euros,1.0,649.78,649.78,649.78,6765.61,6765.61,6765.61,7078.16,7078.16,7078.16,0.0,0.0,0.0,1.0,0.0,0.0,1.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182100594F,0.0,PRODUCT 1,F,1276.78,4320.0,118.8,Bachelor,Single,House,0.018801,39.243835,583.0,7877.0,4370.0,N,0.0,1.0,0.5025213,0.4929282,0.37064964,2748.0,5.0,Payroll,0.0,Y,1.0,euros,11.0,197.29,0.0,710.48,3780.0,0.0,13936.37,3780.0,0.0,13710.01,0.21825469,0.0,1.0,7.0,3.0,0.0,1.0,ES1821520243u00XXX,2021-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182100645S,0.0,PRODUCT 1,M,2970.0,10800.0,382.64,Secondary,Single,House,0.019101,33.80822,3334.0,4374.0,4376.0,Y,2.0,1.0,0.5025213,0.654196,0.45074728,390.0,2.0,Payroll,0.0,N,14.0,euros,7.0,417.39,0.0,1289.23,10800.0,245.7,25779.92,12938.4,239.38,29912.54,0.10890909,0.0,2.0,3.0,1.0,1.0,1.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182100743R,0.0,PRODUCT 1,F,459.0,575.64,61.99,Secondary,Married,House,0.01885,54.764385,5858.0,10339.0,1562.0,N,0.0,2.0,0.5025213,0.622549,0.785052,2038.0,1.0,Payroll,0.0,Y,1.0,euros,5.0,216.0,30.41,427.67,810.0,0.0,2164.27,4320.0,260.55,6664.73,0.10019074,0.0,0.0,5.0,0.0,0.0,3.0,ES1822661545m00XXX,2021-09-29,0.0,4320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182100746U,0.0,PRODUCT 2,M,2052.0,5940.0,297.0,Bachelor,Married,House,0.026392,48.78356,0.0,3435.0,1340.0,Y,3.0,2.0,0.5025213,0.7368848,0.57091653,988.0,2.0,Pension,0.0,Y,,euros,10.0,144.9,0.0,735.59,2454.19,0.0,8272.13,2454.19,0.0,8168.63,0.38004667,0.0,1.0,7.0,2.0,0.0,1.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182100778X,0.0,PRODUCT 1,M,2430.0,12083.04,618.52,Secondary,Married,House,0.016612,50.2,2711.0,586.0,1142.0,Y,17.0,2.0,0.5357022,0.61768615,0.5531647,1055.0,7.0,Payroll,0.0,Y,25.0,euros,9.0,653.33,0.0,2086.56,8100.0,0.0,23362.72,10502.08,0.0,26568.92,0.10891715,0.0,2.0,4.0,3.0,0.0,1.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182100779Y,0.0,PRODUCT 1,F,1620.0,13500.0,558.68,Secondary,Married,House,0.028663,56.660275,13878.0,10061.0,4207.0,N,0.0,2.0,0.72179246,0.6345919,0.73801965,2855.0,1.0,Payroll,0.0,Y,5.0,euros,4.0,76.87,0.0,177.92,614.52,0.0,1442.88,675.38,0.0,1553.36,0.10138938,0.0,1.0,3.0,0.0,0.0,2.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182100798X,0.0,PRODUCT 1,M,972.0,5454.0,381.13,Secondary,Single,House,0.018209,45.638355,409.0,4717.0,210.0,N,0.0,1.0,0.5025213,0.5598225,0.7062051,1229.0,3.0,Payroll,0.0,Y,5.0,euros,3.0,129.5,70.19,326.65,1014.66,533.52,2250.13,1103.98,495.99,2231.71,0.10891747,0.0,0.0,3.0,0.0,0.0,0.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182100867D,0.0,PRODUCT 1,F,2160.0,2878.2,281.93,Bachelor,Single,House,0.006629,67.520546,0.0,1182.0,1203.0,Y,8.0,1.0,0.5025213,0.5423343,0.27356467,213.0,4.0,Pension,0.0,Y,,euros,16.0,506.17,0.0,2000.21,2700.0,0.0,13406.58,2789.1,0.0,13703.2,0.2333043,0.0,8.0,6.0,1.0,1.0,4.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182100879K,1.0,PRODUCT 1,F,5400.0,15876.0,571.81,Bachelor,Married,House,0.018209,51.342464,1369.0,8719.0,2232.0,Y,2.0,2.0,0.8216216,0.22739695,0.31703177,271.0,1.0,Payroll,0.0,Y,8.0,euros,6.0,491.18,181.48,1972.6,16200.0,1981.26,33677.75,16200.0,1981.26,34023.83,0.0,0.0,0.0,3.0,3.0,0.0,0.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182100887K,0.0,PRODUCT 1,F,810.0,1894.97,110.32,Secondary,Single,House,0.035792,67.61644,0.0,8365.0,5033.0,N,0.0,1.0,0.5025213,0.35728198,0.6738301,1380.0,1.0,Pension,0.0,Y,,euros,2.0,196.31,120.52,316.83,2411.96,701.46,3113.42,1929.53,631.31,2560.84,0.21783769,0.10890909,0.0,2.0,0.0,0.0,0.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182100892D,0.0,PRODUCT 1,M,3780.0,3752.19,354.19,Secondary,Married,House,0.059364,50.09315,0.0,5406.0,1795.0,N,0.0,2.0,0.5025213,0.6727846,0.5108011,746.0,0.0,Pension,0.0,Y,,euros,4.0,838.7,453.16,2553.94,10260.0,4320.0,28080.0,10855.89,4519.58,29402.95,0.0,0.0,0.0,4.0,0.0,0.0,3.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182100944F,0.0,PRODUCT 1,M,2268.0,12659.22,537.89,Secondary,Married,House,0.020713,32.054794,404.0,5582.0,4012.0,N,0.0,3.0,0.2719459,0.6674868,0.17456427,81.0,0.0,Payroll,0.0,N,7.0,euros,6.0,616.02,0.0,1019.1,9720.0,0.0,15148.4,10720.78,0.0,16578.81,0.1496004,0.0,2.0,3.0,1.0,0.0,1.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182101017M,0.0,PRODUCT 2,F,1620.0,1620.0,81.0,Secondary,Married,House,0.003818,58.972603,0.0,1190.0,4981.0,Y,13.0,2.0,0.5025213,0.012444057,0.31859553,1282.0,2.0,Pension,0.0,Y,,euros,6.0,760.16,0.0,1285.77,16200.0,0.0,22038.8,18081.79,0.0,24370.15,0.0,0.0,1.0,3.0,1.0,1.0,2.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182101028L,0.0,PRODUCT 1,F,1350.0,10638.0,312.61,Bachelor,Married,House,0.01452,37.857533,5378.0,5619.0,4400.0,N,0.0,3.0,0.5395893,0.09543887,0.21155076,1981.0,3.0,Payroll,0.0,Y,2.0,euros,5.0,177.2,0.0,556.59,2700.0,0.0,5868.45,2700.0,0.0,7071.79,0.10139073,0.0,1.0,4.0,0.0,0.0,1.0,ES1821585412e00XXX,2021-12-31,0.0,540.0,0.0,0.0,0.0,0.0,1.74,0.0,0.0,8.0,euros
ES182101046F,0.0,PRODUCT 2,F,1350.0,4050.0,202.5,Secondary,Married,House,0.018634,43.39452,2224.0,3608.0,865.0,N,0.0,2.0,0.49576217,0.6116575,0.73801965,1657.0,2.0,Payroll,0.0,Y,10.0,euros,5.0,185.78,33.03,414.73,1528.42,192.78,3052.3,1662.93,162.0,2924.59,0.2726135,0.0,0.0,5.0,0.0,0.0,1.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182101048O,0.0,PRODUCT 1,M,2430.0,12356.17,327.51,Secondary,Married,House,0.031329,45.47945,3210.0,2797.0,137.0,Y,6.0,2.0,0.5025213,0.61086243,0.5108011,1959.0,5.0,Payroll,0.0,N,10.0,euros,16.0,478.09,0.0,1713.8,8640.0,0.0,26038.8,9529.6,0.0,33363.36,0.10426012,0.0,8.0,6.0,2.0,0.0,1.0,ES1822270842k00XXX,2021-12-31,0.0,2970.0,0.0,0.0,0.0,0.0,8.15,0.0,0.0,16.0,euros
ES182101074V,0.0,PRODUCT 1,M,2079.0,9183.13,470.45,Secondary,Single,House,0.030755,43.252056,5542.0,3501.0,2928.0,Y,14.0,1.0,0.24055684,0.6300927,0.7801436,1435.0,2.0,Payroll,0.0,Y,1.0,euros,4.0,216.0,0.0,311.92,4320.0,0.0,4886.89,4320.0,0.0,4805.89,0.15561406,0.0,2.0,2.0,0.0,0.0,0.0,ES1821936861m00XXX,2021-12-31,2644.35,2592.0,0.0,0.0,0.0,0.0,137.7,0.0,0.0,15.0,euros
ES182101084Y,0.0,PRODUCT 1,M,1890.0,6380.48,347.71,Secondary,Married,House,0.010147,29.772602,1344.0,3517.0,3555.0,Y,4.0,3.0,0.43957654,0.04210267,0.70769936,1646.0,5.0,Payroll,1.0,Y,2.0,euros,7.0,187.21,0.0,506.32,1869.43,0.0,4975.24,1588.9,0.0,4844.72,0.16343127,0.0,2.0,4.0,1.0,0.0,1.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182101093H,1.0,PRODUCT 1,F,1998.0,1833.84,208.44,Secondary,Married,House,0.011703,24.882193,1247.0,6104.0,692.0,N,0.0,2.0,0.12743619,0.29728436,0.09141199,82.0,7.0,Payroll,0.0,Y,41.0,euros,3.0,187.7,0.0,268.7,3780.0,0.0,5400.0,5769.68,0.0,7389.68,0.0,0.0,1.0,2.0,0.0,0.0,0.0,ES1822086063m00XXX,2021-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182101138I,0.0,PRODUCT 1,F,2430.0,7680.96,291.11,Secondary,Single,House,0.00702,56.78356,10702.0,5953.0,4253.0,N,0.0,1.0,0.5025213,0.62496614,0.7106744,0.0,5.0,Payroll,0.0,Y,51.0,euros,11.0,310.55,0.0,1380.92,6426.0,0.0,14977.54,7698.35,0.0,17990.37,0.10909615,0.0,2.0,6.0,3.0,0.0,2.0,ES1821823121f00XXX,2021-12-31,0.0,540.0,0.0,0.0,0.0,0.0,1.83,0.0,0.0,9.0,euros
ES182101148W,0.0,PRODUCT 1,F,1620.0,5886.43,310.66,Bachelor,Married,House,0.025164,37.813698,4963.0,5328.0,3242.0,Y,1.0,3.0,0.59582764,0.59409475,0.45789954,1.0,1.0,Payroll,0.0,N,2.0,euros,5.0,132.53,94.5,540.97,1890.0,581.04,6249.85,1890.0,548.8,5978.5,0.31785282,0.0,0.0,3.0,2.0,0.0,1.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182101157B,0.0,PRODUCT 1,F,1620.0,8154.0,271.03,Secondary,Married,House,0.015221,63.61096,0.0,696.0,4755.0,Y,1.0,2.0,0.5025213,0.6546856,0.79813725,761.0,0.0,Pension,0.0,Y,,euros,4.0,373.64,36.99,1033.37,4291.06,247.32,9354.85,4304.56,175.12,9187.99,0.344431,0.0,0.0,4.0,0.0,0.0,1.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182101184L,0.0,PRODUCT 1,F,1242.0,6540.48,319.68,Secondary,Married,House,0.030755,51.865753,4962.0,4752.0,2481.0,N,0.0,2.0,0.5025213,0.4462359,0.3392877,0.0,0.0,Payroll,0.0,Y,6.0,euros,1.0,44.13,44.13,44.13,441.34,441.34,441.34,397.17,397.17,397.17,0.10900237,0.10900237,0.0,1.0,0.0,0.0,0.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182101221D,0.0,PRODUCT 1,F,648.0,3917.27,149.2,Secondary,Married,House,0.025164,28.931507,801.0,4733.0,133.0,N,0.0,3.0,0.26009193,0.29398757,0.58674,2264.0,3.0,Payroll,0.0,N,2.0,euros,5.0,204.19,37.59,716.18,4266.0,0.0,10256.22,5054.35,212.76,14493.01,0.0,0.0,0.0,3.0,2.0,0.0,0.0,ES1821463584k00XXX,2021-11-30,4534.15,4860.0,162.0,188.77,26.77,0.0,518.4,1.0,3.0,12.0,euros
ES182101227D,0.0,PRODUCT 1,F,810.0,14164.09,468.07,Secondary,Married,House,0.031329,63.660275,5405.0,558.0,4134.0,Y,6.0,2.0,0.5025213,0.6735208,0.8357765,1106.0,3.0,Payroll,0.0,Y,12.0,euros,4.0,207.24,111.68,609.96,2754.0,1030.43,6743.47,2977.56,1030.43,6833.11,0.108922265,0.0,0.0,4.0,0.0,0.0,0.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182101236I,0.0,PRODUCT 1,F,3780.0,19272.44,531.52,Bachelor,Married,House,0.059364,63.10959,0.0,10262.0,4507.0,N,0.0,2.0,0.5025213,0.6706002,0.73801965,707.0,4.0,Pension,0.0,Y,,euros,9.0,790.29,0.0,3495.02,27000.0,0.0,123822.0,27000.0,0.0,125369.05,0.0,0.0,2.0,4.0,3.0,0.0,2.0,ES1821133672o00XXX,2021-12-31,0.0,0.0,0.0,0.0,0.0,0.0,3.03,0.0,0.0,23.0,euros
ES182101275M,0.0,PRODUCT 1,M,1350.0,10800.0,315.79,Secondary,Married,House,0.018029,51.72603,4075.0,386.0,2378.0,N,0.0,2.0,0.30054,0.19152586,0.48845518,0.0,0.0,Payroll,0.0,Y,5.0,euros,2.0,120.17,69.41,189.58,980.64,333.02,1313.66,1077.73,349.49,1427.22,0.0,0.0,0.0,2.0,0.0,0.0,1.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
