CLIENT_ID,NON_COMPLIANT_CONTRACT,NAME_PRODUCT_TYPE,GENDER,TOTAL_INCOME,AMOUNT_PRODUCT,INSTALLMENT,EDUCATION,MARITAL_STATUS,HOME_SITUATION,REGION_SCORE,AGE_IN_YEARS,JOB_SENIORITY,HOME_SENIORITY,LAST_UPDATE,OWN_INSURANCE_CAR,CAR_AGE,FAMILY_SIZE,REACTIVE_SCORING,PROACTIVE_SCORING,BEHAVIORAL_SCORING,DAYS_LAST_INFO_CHANGE,NUMBER_OF_PRODUCTS,OCCUPATION,DIGITAL_CLIENT,HOME_OWNER,EMPLOYER_ORGANIZATION_TYPE,CURRENCY,NUM_PREVIOUS_LOAN_APP,LOAN_ANNUITY_PAYMENT_MAX,LOAN_ANNUITY_PAYMENT_MIN,LOAN_ANNUITY_PAYMENT_SUM,LOAN_APPLICATION_AMOUNT_MAX,LOAN_APPLICATION_AMOUNT_MIN,LOAN_APPLICATION_AMOUNT_SUM,LOAN_CREDIT_GRANTED_MAX,LOAN_CREDIT_GRANTED_MIN,LOAN_CREDIT_GRANTED_SUM,LOAN_VARIABLE_RATE_MAX,LOAN_VARIABLE_RATE_MIN,NUM_STATUS_ANNULLED,NUM_STATUS_AUTHORIZED,NUM_STATUS_DENIED,NUM_STATUS_NOT_USED,NUM_FLAG_INSURED,CONTRACT_ID,DATE,CREDICT_CARD_BALANCE,CREDIT_CARD_LIMIT,CREDIT_CARD_DRAWINGS_ATM,CREDIT_CARD_DRAWINGS,CREDIT_CARD_DRAWINGS_POS,CREDIT_CARD_DRAWINGS_OTHER,CREDIT_CARD_PAYMENT,NUMBER_DRAWINGS_ATM,NUMBER_DRAWINGS,NUMBER_INSTALMENTS,B_CURRENCY
ES182100266N,0.0,PRODUCT 1,F,1890.0,15076.8,442.37,Secondary,Single,Public housing,0.032561,51.53425,995.0,9761.0,2290.0,N,0.0,1.0,0.5025213,0.6958165,0.7136314,1388.0,1.0,Payroll,0.0,N,1.0,euros,4.0,480.69,190.12,1079.71,7560.0,0.0,10718.73,8338.36,1691.06,16435.49,0.0,0.0,0.0,4.0,0.0,0.0,1.0,ES1822801383y00XXX,2021-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,23.0,euros
ES182100267A,0.0,PRODUCT 1,M,2700.0,8100.0,215.24,Bachelor,Married,House,0.026392,37.49315,3281.0,7727.0,4477.0,N,0.0,2.0,0.5025213,0.68153745,0.6313545,330.0,3.0,Payroll,0.0,Y,1.0,euros,3.0,146.04,0.0,227.04,2160.0,0.0,3780.0,2160.0,0.0,3780.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,ES1821915321q00XXX,2021-12-31,155.15,1620.0,0.0,155.15,155.15,0.0,0.0,0.0,1.0,1.0,euros
ES182100288D,0.0,PRODUCT 1,F,1890.0,5400.0,262.66,Secondary,Married,House,0.010032,27.142466,648.0,5628.0,2567.0,N,0.0,2.0,0.23753236,0.5971811,0.5108011,425.0,0.0,Payroll,0.0,N,3.0,euros,4.0,181.47,27.0,454.16,1721.52,540.0,5560.22,1715.26,540.0,4766.26,0.504581,0.0,0.0,1.0,3.0,0.0,0.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182100292F,0.0,PRODUCT 1,F,2430.0,8100.0,358.34,Secondary,Married,House,0.028663,58.041096,0.0,1702.0,4229.0,N,0.0,2.0,0.5025213,0.06545233,0.5495965,0.0,2.0,Pension,1.0,Y,,euros,3.0,633.04,125.37,1058.13,10800.0,1082.48,15176.48,10800.0,1070.66,16167.01,0.100019574,0.0,0.0,3.0,0.0,0.0,2.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182100326L,1.0,PRODUCT 1,M,432.0,3412.8,130.19,Secondary,Married,House,0.018209,60.48767,0.0,6748.0,4542.0,Y,27.0,2.0,0.5025213,0.0634548,0.5108011,0.0,0.0,Pension,0.0,Y,,euros,1.0,163.77,163.77,163.77,1185.3,1185.3,1185.3,915.3,915.3,915.3,0.24808449,0.24808449,0.0,1.0,0.0,0.0,0.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182100334X,0.0,PRODUCT 1,M,1080.0,1222.56,131.27,Secondary,Married,House,0.035792,51.136986,837.0,6710.0,2210.0,N,0.0,2.0,0.5025213,0.70363164,0.5108011,373.0,1.0,Payroll,0.0,Y,3.0,euros,2.0,206.52,206.52,413.03,1620.0,1620.0,3240.0,1726.92,1726.92,3453.84,0.0,0.0,0.0,2.0,0.0,0.0,1.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182100340T,0.0,PRODUCT 1,F,2430.0,9445.57,528.98,Secondary,Married,House,0.04622,35.835617,3429.0,4198.0,5241.0,N,0.0,4.0,0.40243557,0.26196653,0.5108011,2218.0,0.0,Payroll,0.0,N,14.0,euros,1.0,282.25,282.25,282.25,3780.0,3780.0,3780.0,4800.55,4800.55,4800.55,0.0,0.0,0.0,1.0,0.0,0.0,1.0,ES1821383110h00XXX,2021-12-31,0.0,1350.0,0.0,0.0,0.0,0.0,24.2,0.0,0.0,85.0,euros
ES182100342J,0.0,PRODUCT 1,M,1080.0,1222.56,129.92,Secondary,Single,Living with relative,0.008866,23.013699,338.0,4664.0,1078.0,N,0.0,1.0,0.06826023,0.03127508,0.17352743,0.0,1.0,Payroll,1.0,N,1.0,euros,1.0,82.76,82.76,82.76,1800.31,1800.31,1800.31,1800.31,1800.31,1800.31,0.0,0.0,0.0,1.0,0.0,0.0,0.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182100344D,0.0,PRODUCT 1,M,1350.0,2700.0,175.77,Bachelor,Married,House,0.032561,30.923288,3894.0,3134.0,3950.0,N,0.0,2.0,0.2759404,0.64289725,0.47944897,1499.0,3.0,Payroll,0.0,N,1.0,euros,6.0,145.07,0.0,443.49,1620.0,485.46,4901.04,1780.38,452.52,4947.53,0.18761256,0.0,0.0,5.0,0.0,1.0,2.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182100345O,0.0,PRODUCT 1,F,1890.0,5400.0,205.15,Secondary,Married,House,0.019101,57.956165,951.0,5892.0,3720.0,N,0.0,2.0,0.5025213,0.52154994,0.5108011,631.0,3.0,Payroll,0.0,N,2.0,euros,7.0,522.61,0.0,1621.95,16200.0,0.0,34524.9,16200.0,0.0,37518.88,0.0,0.0,2.0,4.0,1.0,0.0,0.0,ES1822044703b00XXX,2021-12-31,2845.95,4050.0,918.0,945.0,27.0,0.0,270.0,1.0,2.0,7.0,euros
ES182100349A,0.0,PRODUCT 1,F,1296.0,4378.75,281.39,Secondary,Single,Public housing,0.009334,63.939728,0.0,11761.0,4820.0,N,0.0,1.0,0.5025213,0.67271245,0.29708663,669.0,1.0,Pension,0.0,N,,euros,1.0,78.98,78.98,78.98,713.23,713.23,713.23,801.09,801.09,801.09,0.0,0.0,0.0,1.0,0.0,0.0,0.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182100361M,0.0,PRODUCT 1,M,3240.0,21600.0,752.38,Secondary,Married,House,0.007274,46.846577,499.0,5508.0,649.0,N,0.0,2.0,0.4045887,0.4339187,0.7862666,991.0,4.0,Payroll,0.0,Y,8.0,euros,1.0,136.08,136.08,136.08,1350.0,1350.0,1350.0,1483.65,1483.65,1483.65,0.0,0.0,0.0,1.0,0.0,0.0,0.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182100456W,0.0,PRODUCT 1,M,2538.0,6540.48,319.68,Secondary,Married,House,0.019101,33.863014,914.0,2092.0,3968.0,Y,14.0,3.0,0.28329197,0.54872626,0.18738876,860.0,2.0,Payroll,0.0,Y,3.0,euros,4.0,227.68,0.0,227.68,1541.65,0.0,1541.65,1233.31,0.0,1233.31,0.21782582,0.0,0.0,1.0,3.0,0.0,0.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182100478G,0.0,PRODUCT 1,F,1080.0,4722.52,242.68,Secondary,Married,Living with relative,0.031329,32.69863,5348.0,973.0,2814.0,N,0.0,3.0,0.54106903,0.5238795,0.6446794,0.0,3.0,Payroll,0.0,Y,1.0,euros,20.0,204.42,0.0,1927.51,3240.0,0.0,19436.71,3240.0,0.0,20535.4,0.21646169,0.0,4.0,15.0,1.0,0.0,4.0,ES1822563159y00XXX,2021-12-31,0.0,2700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,euros
ES182100479Z,0.0,PRODUCT 2,M,1080.0,2160.0,108.0,Secondary,Single,House,0.018801,26.016438,189.0,4182.0,2153.0,Y,64.0,1.0,0.08490192,0.5735838,0.45253357,0.0,1.0,Payroll,0.0,Y,1.0,euros,2.0,154.13,65.96,220.09,2321.46,643.6,2965.06,2719.82,650.75,3370.57,0.09784175,0.0,0.0,2.0,0.0,0.0,0.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182100520M,0.0,PRODUCT 2,F,1620.0,3240.0,162.0,Secondary,Single,House,0.007305,55.186302,2572.0,614.0,2091.0,N,0.0,1.0,0.504049,0.32607874,0.5108011,588.0,0.0,Payroll,0.0,Y,1.0,euros,1.0,63.36,63.36,63.36,1161.27,1161.27,1161.27,1406.54,1406.54,1406.54,0.0,0.0,0.0,1.0,0.0,0.0,0.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182100541K,1.0,PRODUCT 1,F,2160.0,10800.0,519.59,Secondary,Single,House,0.018209,29.084932,1065.0,3964.0,2700.0,Y,17.0,3.0,0.5025213,0.08455005,0.14464815,697.0,1.0,Payroll,0.0,N,2.0,euros,1.0,33.83,33.83,33.83,366.66,366.66,366.66,329.99,329.99,329.99,0.10890909,0.10890909,0.0,1.0,0.0,0.0,0.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182100609F,0.0,PRODUCT 1,F,2160.0,3531.87,237.6,Secondary,Single,House,0.022625,25.342466,490.0,2341.0,1925.0,N,0.0,1.0,0.5025213,0.20299871,0.5108011,107.0,0.0,Payroll,0.0,Y,2.0,euros,6.0,395.6,0.0,729.82,5670.0,0.0,11915.37,5670.0,0.0,11695.81,0.10892248,0.0,3.0,3.0,0.0,0.0,0.0,ES1822360339f00XXX,2021-11-30,3456.77,4050.0,270.0,270.0,0.0,0.0,162.0,1.0,1.0,16.0,euros
ES182100635D,0.0,PRODUCT 1,F,1890.0,2862.0,229.45,Secondary,Married,House,0.025164,33.60274,3078.0,373.0,662.0,N,0.0,2.0,0.694467,0.7094757,0.09201281,282.0,8.0,Payroll,0.0,Y,1.0,euros,10.0,323.4,0.0,764.43,8100.0,0.0,16598.52,10666.08,0.0,19072.58,0.3057073,0.0,6.0,1.0,3.0,0.0,0.0,ES1821515511p00XXX,2021-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,euros
ES182100651Q,0.0,PRODUCT 1,F,1890.0,7613.78,247.16,Secondary,Married,House,0.020713,35.172604,2271.0,27.0,1164.0,Y,10.0,2.0,0.5025213,0.6673994,0.7463002,1075.0,3.0,Payroll,0.0,N,4.0,euros,9.0,351.0,0.0,1199.17,1728.0,0.0,6761.56,7020.0,0.0,14410.01,0.0,0.0,2.0,7.0,0.0,0.0,2.0,ES1821455054w00XXX,2021-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182100667S,0.0,PRODUCT 1,M,540.0,2017.22,201.04,Secondary,Married,House,0.014464,55.10411,0.0,8654.0,3537.0,N,0.0,2.0,0.5025213,0.48489052,0.6430256,579.0,3.0,Pension,0.0,Y,,euros,3.0,185.8,27.0,365.68,1689.12,540.0,3051.0,1689.12,540.0,3094.42,0.0,0.0,0.0,2.0,1.0,0.0,0.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182100680E,0.0,PRODUCT 1,F,1080.0,3056.4,325.84,Secondary,Married,House,0.006008,46.01096,3059.0,176.0,291.0,N,0.0,2.0,0.5025213,0.7219194,0.5064842,1536.0,1.0,Payroll,0.0,Y,5.0,euros,5.0,89.9,0.0,234.31,1620.0,0.0,3442.5,1620.0,0.0,3435.86,0.100471355,0.0,2.0,3.0,0.0,0.0,0.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182100696U,0.0,PRODUCT 1,M,4320.0,8100.0,262.87,Primary School,Married,House,0.018209,41.643837,263.0,91.0,4201.0,Y,3.0,2.0,0.5025213,0.38663337,0.78260785,0.0,3.0,Payroll,0.0,Y,10.0,euros,2.0,291.82,0.0,291.82,15660.0,0.0,15660.0,10800.0,0.0,10800.0,0.33799374,0.0,1.0,1.0,0.0,0.0,0.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182100707N,0.0,PRODUCT 1,M,1620.0,13931.68,450.95,Bachelor,Married,House,0.01885,46.46575,0.0,4213.0,452.0,N,0.0,5.0,0.66111755,0.74072057,0.75037515,1524.0,4.0,Pension,0.0,Y,,euros,10.0,354.4,0.0,1141.22,5400.0,0.0,12506.13,5400.0,0.0,12806.64,0.101428725,0.0,5.0,4.0,1.0,0.0,3.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182100768Q,0.0,PRODUCT 1,M,1350.0,3335.63,127.28,Secondary,Married,House,0.009175,55.994522,2271.0,10241.0,3991.0,Y,17.0,2.0,0.7225586,0.6398491,0.5567274,1643.0,3.0,Payroll,0.0,N,1.0,euros,6.0,166.93,27.0,422.49,1077.68,0.0,3294.38,1221.48,239.22,3823.2,0.3267764,0.0,0.0,6.0,0.0,0.0,1.0,ES1821386386w00XXX,2021-12-31,1547.56,1620.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,71.0,euros
ES182100800L,0.0,PRODUCT 1,F,1512.0,8382.2,278.59,Primary School,Single,House,0.018634,58.39452,0.0,2486.0,4613.0,N,0.0,1.0,0.5025213,0.29978925,0.6894792,807.0,2.0,Pension,0.0,Y,,euros,4.0,137.89,0.0,256.78,1620.0,0.0,3403.3,1780.38,0.0,3493.31,0.108959265,0.0,1.0,3.0,0.0,0.0,1.0,ES1821150666v00XXX,2021-12-31,16.66,1080.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0,euros
ES182100806K,0.0,PRODUCT 1,F,2970.0,7853.98,313.04,Bachelor,Married,House,0.006207,49.80274,744.0,2278.0,1361.0,N,0.0,2.0,0.7271142,0.5585773,0.6075573,805.0,1.0,Payroll,0.0,Y,30.0,euros,4.0,459.0,45.59,758.56,9180.0,216.49,11410.15,9180.0,227.18,11729.07,0.0,0.0,0.0,4.0,0.0,0.0,2.0,ES1822527080o00XXX,2021-12-31,7377.55,9180.0,1566.0,1566.0,0.0,0.0,1971.0,10.0,10.0,10.0,euros
ES182100807H,0.0,PRODUCT 1,M,2160.0,8100.0,391.23,Secondary,Married,House,0.030755,38.39452,1629.0,7148.0,4575.0,Y,7.0,4.0,0.5025213,0.5711913,0.44005784,0.0,2.0,Payroll,0.0,Y,1.0,euros,2.0,586.96,178.27,765.23,12960.0,3456.0,16416.0,12960.0,3456.0,16416.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182100816Y,1.0,PRODUCT 1,F,1890.0,1066.61,59.4,Secondary,Married,House,0.022625,61.813698,0.0,9173.0,4536.0,N,0.0,2.0,0.5025213,0.5530761,0.391055,116.0,5.0,Pension,0.0,Y,,euros,20.0,290.13,0.0,2128.55,5454.0,0.0,31778.89,6533.89,0.0,39247.15,7.3124604E-5,0.0,7.0,4.0,9.0,0.0,1.0,ES1821585940z00XXX,2021-12-31,832.88,1026.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,8.0,euros
ES182100893U,0.0,PRODUCT 1,F,1080.0,8420.76,821.88,Bachelor,Married,House,0.026392,44.983562,3300.0,6874.0,4536.0,N,0.0,2.0,0.84275526,0.75113004,0.79226446,1288.0,3.0,Payroll,0.0,Y,7.0,euros,7.0,551.94,27.0,1658.28,5400.0,0.0,12020.99,9720.0,540.0,21372.77,0.5314164,0.0,0.0,5.0,2.0,0.0,2.0,ES1822165581a00XXX,2021-11-30,0.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182100920H,0.0,PRODUCT 1,M,1350.0,9990.0,293.65,Secondary,Married,House,0.028663,37.71233,1806.0,8001.0,4701.0,Y,7.0,5.0,0.5223585,0.57893413,0.6430256,3333.0,2.0,Payroll,0.0,Y,,euros,9.0,159.42,30.26,547.32,1620.0,255.91,5075.35,2038.45,203.53,5303.29,0.3679361,0.0,0.0,9.0,0.0,0.0,3.0,ES1821481216v00XXX,2021-12-31,0.0,0.0,0.0,0.0,0.0,0.0,1.57,0.0,0.0,76.0,euros
ES182100924X,0.0,PRODUCT 1,M,2430.0,15808.28,628.51,Secondary,Married,House,0.020246,40.813698,1064.0,2551.0,2978.0,N,0.0,2.0,0.5025213,0.41402832,0.62799084,1178.0,4.0,Payroll,0.0,Y,1.0,euros,4.0,216.4,0.0,402.24,3240.0,268.38,6583.14,3766.07,253.31,7094.14,0.10490184,0.0,0.0,3.0,0.0,1.0,2.0,ES1822412736z00XXX,2021-12-31,344.88,2700.0,0.0,0.0,0.0,0.0,162.0,0.0,0.0,22.0,euros
ES182100974Y,0.0,PRODUCT 1,F,1620.0,2628.5,261.52,Bachelor,Single,House,0.059364,68.65479,0.0,12763.0,3796.0,N,0.0,1.0,0.5025213,0.62317055,0.75971216,780.0,6.0,Pension,0.0,N,,euros,12.0,231.64,0.0,1215.6,2160.0,0.0,12111.66,2302.56,0.0,12568.93,0.10890909,0.0,4.0,6.0,2.0,0.0,3.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182101015W,0.0,PRODUCT 1,F,1458.0,9062.28,437.51,Secondary,Married,House,0.00702,50.40274,524.0,9272.0,1956.0,N,0.0,3.0,0.6675552,0.7608945,0.5108011,292.0,0.0,Payroll,0.0,Y,3.0,euros,1.0,88.73,88.73,88.73,701.57,701.57,701.57,763.29,763.29,763.29,0.0,0.0,0.0,1.0,0.0,0.0,0.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182101036A,0.0,PRODUCT 1,M,2700.0,5688.58,290.41,Secondary,Single,House,0.008019,30.860273,220.0,1225.0,1967.0,N,0.0,1.0,0.20496956,0.46492928,0.5108011,1070.0,0.0,Payroll,0.0,Y,1.0,euros,2.0,270.0,66.03,336.03,766.16,0.0,766.16,5400.0,677.48,6077.48,0.20103963,0.0,0.0,2.0,0.0,0.0,0.0,ES1821448684y00XXX,2021-11-30,3632.72,5400.0,0.0,0.0,0.0,0.0,270.37,0.0,0.0,19.0,euros
ES182101123D,0.0,PRODUCT 1,F,648.0,2264.22,97.47,Secondary,Married,House,0.028663,55.52329,0.0,12091.0,3536.0,Y,1.0,2.0,0.5025213,0.56765276,0.8599242,0.0,2.0,Pension,0.0,Y,,euros,4.0,111.21,39.4,275.39,1350.0,218.16,2689.36,1528.2,196.29,2591.3,0.26828203,0.0,0.0,4.0,0.0,0.0,1.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
ES182101127A,1.0,PRODUCT 1,M,2538.0,10024.56,545.35,Secondary,Married,House,0.004849,45.183563,2128.0,3538.0,35.0,Y,2.0,2.0,0.5025213,0.5302352,0.3077367,1428.0,6.0,Payroll,0.0,N,1.0,euros,7.0,351.0,0.0,922.09,8100.0,0.0,21341.07,9519.39,0.0,23547.4,0.08812182,0.0,2.0,3.0,2.0,0.0,0.0,ES1822369798j00XXX,2021-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,euros
ES182101130T,0.0,PRODUCT 1,F,810.0,2445.12,129.38,Bachelor,Married,House,0.01885,66.035614,0.0,6237.0,4385.0,Y,10.0,2.0,0.5025213,0.696478,0.5108011,949.0,0.0,Pension,0.0,Y,,euros,3.0,183.0,0.0,288.65,1620.0,0.0,2435.24,1726.92,0.0,2272.16,0.36069778,0.0,1.0,2.0,0.0,0.0,1.0,NA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,euros
